City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Amarkantak,IN,2020-12-01 03:21:52,22.67,81.75,63.75,50,0,1.88
305,Taybad,IR,2020-12-01 03:21:53,34.74,60.78,38.89,72,0,2.86
306,Bowen,AU,2020-12-01 03:21:53,-20.02,148.23,89.6,49,0,12.75
307,Sakaiminato,JP,2020-12-01 03:21:53,35.55,133.23,55.4,62,75,3.36
308,Kirakira,SB,2020-12-01 03:21:53,-10.45,161.92,85.73,69,100,6.67
309,Pangnirtung,CA,2020-12-01 03:21:53,66.15,-65.71,-3.33,75,1,5.48
310,Vagur,FO,2020-12-01 03:21:53,61.47,-6.81,44.04,76,100,20.58
311,Along,IN,2020-12-01 03:21:53,28.17,94.77,65.01,37,0,0.4
312,Praxedis Guerrero,MX,2020-12-01 03:21:53,31.37,-106.02,46.4,36,5,5.82
313,Moshupa,BW,2020-12-01 03:21:53,-24.78,25.42,69.8,100,75,5.82
314,Tibiri,NE,2020-12-01 03:21:54,13.56,7.05,70.41,22,0,9.13
315,Coquimbo,CL,2020-12-01 03:21:54,-29.95,-71.34,55.4,93,0,6.93
316,Nizwa,OM,2020-12-01 03:21:54,22.93,57.53,59.32,66,0,0.92
317,Gladstone,AU,2020-12-01 03:21:54,-23.85,151.25,87.8,48,34,12.75
318,Chokurdakh,RU,2020-12-01 03:21:54,70.63,147.92,4.14,94,100,15.17
319,Nogales,MX,2020-12-01 03:21:20,31.31,-110.94,50.0,27,1,6.93
320,Hami,CN,2020-12-01 03:21:54,42.8,93.45,26.49,84,92,6.4
321,Jamu Mare,RO,2020-12-01 03:21:54,45.25,21.42,19.4,85,90,1.12
322,Iqaluit,CA,2020-12-01 03:21:54,63.75,-68.51,-13.0,69,5,6.93
323,Thompson,CA,2020-12-01 03:18:35,55.74,-97.86,14.0,92,40,3.36
324,Cruzeiro Do Sul,BR,2020-12-01 03:21:55,-29.51,-51.99,70.0,86,88,1.01
325,Aklavik,CA,2020-12-01 03:20:06,68.22,-135.01,-7.6,76,60,4.7
326,Bela Vista De Goias,BR,2020-12-01 03:21:55,-16.97,-48.95,73.4,78,0,3.36
327,Moose Factory,CA,2020-12-01 03:21:55,51.26,-80.61,19.4,79,75,5.82
328,Shihezi,CN,2020-12-01 03:19:32,44.3,86.03,20.95,90,0,3.02
329,Tupik,RU,2020-12-01 03:21:55,54.43,119.93,-3.69,85,1,2.48
330,Erzin,TR,2020-12-01 03:21:55,36.96,36.2,54.0,85,100,13.0
331,Victoria,HK,2020-12-01 03:17:27,22.29,114.16,68.0,65,0,9.33
332,Ilhabela,BR,2020-12-01 03:21:56,-23.78,-45.36,74.64,87,100,4.79
333,Mount Gambier,AU,2020-12-01 03:21:56,-37.83,140.77,64.4,48,75,31.09
334,Vardo,NO,2020-12-01 03:21:56,70.37,31.11,33.87,92,100,35.43
335,Russell,US,2020-12-01 03:21:56,32.35,-85.2,39.2,60,90,14.99
336,Zhigansk,RU,2020-12-01 03:21:56,66.77,123.37,-8.09,90,100,19.98
337,Kampene,CD,2020-12-01 03:21:56,-3.6,26.67,66.34,96,52,1.05
338,Shiraz,IR,2020-12-01 03:18:56,29.6,52.54,46.4,100,75,3.15
339,Graham,US,2020-12-01 03:21:57,47.05,-122.29,43.0,80,20,6.82
340,Dawson Creek,CA,2020-12-01 03:21:57,55.77,-120.24,35.6,51,1,17.22
341,Fort Morgan,US,2020-12-01 03:17:44,40.25,-103.8,33.8,47,1,7.7
342,Salalah,OM,2020-12-01 03:21:57,17.02,54.09,75.2,78,75,3.36
343,Yulara,AU,2020-12-01 03:21:57,-25.24,130.99,86.0,40,6,17.22
344,Serebryansk,KZ,2020-12-01 03:21:57,49.69,83.29,-9.4,83,90,2.24
345,Obuasi,GH,2020-12-01 03:21:58,6.21,-1.66,71.83,99,50,1.01
346,Mocuba,MZ,2020-12-01 03:21:58,-16.84,36.99,72.21,96,72,0.38
347,Yablochnyy,RU,2020-12-01 03:21:58,47.17,142.07,23.0,67,40,6.71
348,San Carlos,VE,2020-12-01 03:21:58,9.66,-68.58,74.12,89,41,2.57
349,Hambantota,LK,2020-12-01 03:21:58,6.12,81.12,78.8,100,75,3.36
350,Raudeberg,NO,2020-12-01 03:21:58,61.99,5.14,42.8,75,40,8.05
351,Awassa,ET,2020-12-01 03:21:58,7.05,38.47,58.42,75,20,2.01
352,Meulaboh,ID,2020-12-01 03:21:59,4.14,96.13,82.69,74,100,3.04
353,Kidal,ML,2020-12-01 03:21:59,18.44,1.41,71.02,21,96,10.92
354,Samarkand,UZ,2020-12-01 03:21:59,39.65,66.96,35.6,80,75,2.24
355,Mustang,US,2020-12-01 03:21:59,35.38,-97.72,35.01,63,1,9.17
356,Poum,NC,2020-12-01 03:21:59,-20.23,164.02,76.39,72,94,19.73
357,Kavaratti,IN,2020-12-01 03:22:00,10.57,72.64,82.38,77,59,10.13
358,Duyun,CN,2020-12-01 03:22:00,26.27,107.52,43.95,74,100,3.33
359,Shar,KZ,2020-12-01 03:22:00,49.59,81.05,0.81,93,100,2.04
360,Sarakhs,IR,2020-12-01 03:22:00,36.54,61.16,35.6,93,0,2.24
361,Neuquen,AR,2020-12-01 03:22:00,-38.95,-68.06,69.8,49,0,3.06
362,Ancud,CL,2020-12-01 03:22:00,-41.87,-73.82,51.01,71,90,5.82
363,Pecos,US,2020-12-01 03:22:00,31.42,-103.49,39.2,25,1,9.31
364,Horki,BY,2020-12-01 03:22:00,54.29,30.98,25.23,97,54,5.53
365,Vao,NC,2020-12-01 03:22:01,-22.67,167.48,74.43,60,58,8.01
366,Nguru,NG,2020-12-01 03:22:01,12.88,10.45,67.64,23,0,9.37
367,Lichtenburg,ZA,2020-12-01 03:22:01,-26.15,26.16,63.45,79,34,7.81
368,Cidreira,BR,2020-12-01 03:22:01,-30.18,-50.21,68.0,79,91,11.61
369,Oranjemund,NA,2020-12-01 03:22:02,-28.55,16.43,58.46,81,67,11.74
370,Vagay,RU,2020-12-01 03:22:02,57.94,69.02,4.14,93,28,4.47
371,Namibe,AO,2020-12-01 03:22:02,-15.2,12.15,69.84,72,0,6.11
372,Severo-Kurilsk,RU,2020-12-01 03:22:02,50.68,156.12,32.11,88,59,8.55
373,Wuda,CN,2020-12-01 03:22:02,39.5,106.71,21.85,88,100,5.91
374,Gorontalo,ID,2020-12-01 03:21:08,0.54,123.06,88.41,58,100,3.02
375,Lasa,IT,2020-12-01 03:22:02,46.62,10.7,28.4,68,5,4.7
376,Prado,BR,2020-12-01 03:22:02,-17.34,-39.22,73.56,90,0,5.32
377,Whitehorse,CA,2020-12-01 03:22:03,60.72,-135.05,24.8,73,75,21.92
378,Port Lincoln,AU,2020-12-01 03:22:03,-34.73,135.87,64.04,46,0,24.7
379,Havre-Saint-Pierre,CA,2020-12-01 03:22:03,50.23,-63.6,33.8,88,90,11.41
380,Mwene-Ditu,CD,2020-12-01 03:22:03,-7.0,23.45,65.82,98,100,3.18
381,Kargasok,RU,2020-12-01 03:22:03,59.06,80.86,5.41,94,86,8.81
382,Burgeo,CA,2020-12-01 03:18:33,47.62,-57.62,37.54,78,100,9.31
383,Camacha,PT,2020-12-01 03:22:04,33.08,-16.33,64.4,68,20,24.16
384,Lyskovo,RU,2020-12-01 03:22:04,56.03,45.04,21.25,94,31,13.76
385,Faanui,PF,2020-12-01 03:22:04,-16.48,-151.75,80.74,79,21,13.94
386,Guerrero Negro,MX,2020-12-01 03:22:04,27.98,-114.06,63.0,59,5,10.31
387,Wanaka,NZ,2020-12-01 03:22:05,-44.7,169.15,62.13,40,72,3.69
388,Dudinka,RU,2020-12-01 03:22:05,69.41,86.18,21.2,92,90,22.37
389,Ponta Do Sol,PT,2020-12-01 03:22:05,32.67,-17.1,64.4,72,40,27.51
390,Klaksvik,FO,2020-12-01 03:22:05,62.23,-6.59,39.2,80,100,14.99
391,Atagay,RU,2020-12-01 03:22:06,55.1,99.39,17.06,93,100,10.6
392,Sergeyevka,KZ,2020-12-01 03:22:06,53.88,67.42,-0.98,91,0,5.48
393,Rocha,UY,2020-12-01 03:22:06,-34.48,-54.33,49.75,81,0,2.66
394,Hay River,CA,2020-12-01 03:22:06,60.82,-115.8,23.0,92,100,14.99
395,Energeticheskiy,KZ,2020-12-01 03:22:06,43.43,77.02,12.2,85,75,4.47
396,Raga,SS,2020-12-01 03:22:06,8.46,25.68,64.71,26,0,3.13
397,Awjilah,LY,2020-12-01 03:22:06,29.11,21.29,57.13,86,0,12.59
398,Sivaki,RU,2020-12-01 03:22:07,52.63,126.75,6.17,89,0,6.49
399,Majene,ID,2020-12-01 03:22:07,-3.54,118.97,88.79,56,89,7.54
400,Hirara,JP,2020-12-01 03:22:07,24.8,125.28,73.4,68,75,21.92
401,Avila,ES,2020-12-01 03:22:07,40.58,-5.0,37.99,89,0,0.56
402,Matara,LK,2020-12-01 03:22:08,5.95,80.54,81.14,79,100,1.54
403,Mezen,RU,2020-12-01 03:22:08,65.85,44.24,30.34,96,100,13.24
404,Rapu-Rapu,PH,2020-12-01 03:22:08,13.19,124.13,81.84,81,100,24.43
405,Maceio,BR,2020-12-01 03:21:42,-9.67,-35.74,71.6,94,20,2.24
406,Union De San Antonio,MX,2020-12-01 03:22:08,21.1,-101.97,53.6,66,40,12.75
407,Chortomlyk,UA,2020-12-01 03:22:08,47.62,34.14,41.25,82,100,15.01
408,Lethem,GY,2020-12-01 03:22:08,3.38,-59.8,76.87,82,13,9.01
409,Anadyr,RU,2020-12-01 03:22:08,64.75,177.48,-11.2,76,55,2.24
410,Itoman,JP,2020-12-01 03:22:08,26.12,127.67,69.8,73,75,19.46
411,Belyy Yar,RU,2020-12-01 03:22:09,53.6,91.39,1.4,84,100,0.67
412,Payyannur,IN,2020-12-01 03:22:09,12.1,75.2,78.8,74,20,9.17
413,Kamenka,RU,2020-12-01 03:22:09,51.32,42.77,19.99,88,0,4.0
414,Amapala,HN,2020-12-01 03:22:09,13.29,-87.65,77.5,81,71,1.23
415,Necochea,AR,2020-12-01 03:22:09,-38.55,-58.74,53.01,78,0,16.49
416,Fairbanks,US,2020-12-01 03:20:10,64.84,-147.72,1.4,84,75,5.32
417,Felipe Carrillo Puerto,MX,2020-12-01 03:22:09,19.58,-88.05,68.36,95,66,6.02
418,Ostrovnoy,RU,2020-12-01 03:22:10,68.05,39.51,33.75,90,100,20.65
419,Olafsvik,IS,2020-12-01 03:22:10,64.89,-23.71,44.2,96,100,22.06
420,Djougou,BJ,2020-12-01 03:22:10,9.71,1.67,71.6,46,0,4.7
421,Adrar,MR,2020-12-01 03:22:10,20.5,-10.07,71.31,22,100,6.78
422,Massakory,TD,2020-12-01 03:22:10,13.0,15.73,70.05,21,2,9.69
423,Omboue,GA,2020-12-01 03:22:10,-1.57,9.26,76.12,90,100,2.68
424,Ugoofaaru,MV,2020-12-01 03:22:10,5.67,73.0,82.56,72,44,4.18
425,Luba,GQ,2020-12-01 03:22:10,3.46,8.55,78.8,100,20,5.82
426,Phangnga,TH,2020-12-01 03:22:11,8.45,98.53,81.0,83,75,3.36
427,Hinton,CA,2020-12-01 03:22:11,53.4,-117.59,35.6,47,12,9.17
428,Peniche,PT,2020-12-01 03:22:11,39.36,-9.38,60.01,77,56,13.0
429,Banda Aceh,ID,2020-12-01 03:22:11,5.56,95.32,83.05,70,100,0.92
430,Emerald,AU,2020-12-01 03:22:11,-23.53,148.17,96.01,28,0,11.41
431,Yeppoon,AU,2020-12-01 03:22:11,-23.13,150.73,93.2,36,0,9.17
432,San Pedro,PH,2020-12-01 03:22:12,14.35,121.02,87.01,55,40,9.17
433,La Palma,US,2020-12-01 03:19:41,33.85,-118.05,61.0,38,1,3.11
434,Halmasd,RO,2020-12-01 03:22:12,47.15,22.62,28.4,100,0,5.82
435,Sola,VU,2020-12-01 03:22:12,-13.88,167.55,77.0,94,90,20.89
436,Port Macquarie,AU,2020-12-01 03:22:12,-31.43,152.92,89.01,47,1,4.0
437,Plouzane,FR,2020-12-01 03:22:12,48.38,-4.62,51.8,93,90,12.75
438,Sotik,KE,2020-12-01 03:22:12,-0.68,35.12,53.6,93,90,2.17
439,Svetlogorsk,BY,2020-12-01 03:22:12,52.63,29.73,26.87,98,8,2.37
440,Sulangan,PH,2020-12-01 03:22:13,11.14,123.72,82.38,79,95,17.69
441,Kasimov,RU,2020-12-01 03:22:13,54.94,41.4,28.35,92,100,12.8
442,Ubauro,PK,2020-12-01 03:22:13,28.17,69.73,67.39,23,0,2.1
443,Grand-Lahou,CI,2020-12-01 03:22:13,5.14,-5.02,78.28,82,69,5.3
444,Flinders,AU,2020-12-01 03:22:13,-34.58,150.86,82.0,66,1,7.0
445,Moosburg,DE,2020-12-01 03:22:13,48.47,11.93,27.0,92,0,2.24
446,Teya,RU,2020-12-01 03:22:13,60.38,92.63,-1.23,90,95,4.43
447,Kazerun,IR,2020-12-01 03:22:13,29.62,51.65,57.4,71,53,0.81
448,Korla,CN,2020-12-01 03:18:22,41.76,86.15,27.3,90,83,6.67
449,Moron,AR,2020-12-01 03:21:35,-34.65,-58.62,66.0,69,0,4.0
450,Santiago Del Estero,AR,2020-12-01 03:22:14,-27.8,-64.26,71.01,84,0,6.4
451,Yining,CN,2020-12-01 03:22:14,29.04,114.56,49.68,65,47,2.33
452,Saint Marys,US,2020-12-01 03:22:14,30.73,-81.55,52.0,76,75,19.46
453,Trzcianka,PL,2020-12-01 03:22:14,53.04,16.46,30.99,90,54,10.29
454,Batticaloa,LK,2020-12-01 03:19:13,7.71,81.69,79.41,84,100,15.28
455,Magadan,RU,2020-12-01 03:22:14,59.57,150.8,18.34,91,94,4.54
456,Abu Zabad,SD,2020-12-01 03:22:14,12.35,29.25,62.56,28,0,11.45
457,Owando,CG,2020-12-01 03:22:15,-0.48,15.9,71.26,87,4,1.52
458,Bocas Del Toro,PA,2020-12-01 03:22:15,9.33,-82.25,64.0,93,100,14.97
459,Benghazi,LY,2020-12-01 03:22:15,32.12,20.07,65.44,74,4,20.62
460,Khasan,RU,2020-12-01 03:22:16,42.43,130.64,29.23,78,0,17.02
461,Manavalakurichi,IN,2020-12-01 03:22:16,8.13,77.3,84.2,74,20,7.94
462,Ukiah,US,2020-12-01 03:19:08,39.15,-123.21,51.8,57,1,3.36
463,Amahai,ID,2020-12-01 03:22:01,-3.33,128.92,83.17,73,100,1.86
464,Evensk,RU,2020-12-01 03:22:16,61.95,159.23,1.44,74,82,3.42
465,Miracema Do Tocantins,BR,2020-12-01 03:22:16,-9.56,-48.4,75.29,66,72,0.74
466,Buta,CD,2020-12-01 03:22:17,2.79,24.73,67.39,86,28,0.4
467,Taoudenni,ML,2020-12-01 03:22:17,22.68,-3.98,68.61,24,92,9.89
468,Whitianga,NZ,2020-12-01 03:22:17,-36.83,175.7,72.0,69,96,8.99
469,Santa Marta,CO,2020-12-01 03:21:51,11.24,-74.2,82.99,80,100,3.0
470,Pacasmayo,PE,2020-12-01 03:22:17,-7.4,-79.57,66.22,82,84,9.42
471,Naryan-Mar,RU,2020-12-01 03:22:18,67.67,53.09,30.15,97,100,20.85
472,Esmeraldas,BR,2020-12-01 03:22:18,-19.76,-44.31,75.2,57,0,6.93
473,Honiara,SB,2020-12-01 03:22:18,-9.43,159.95,89.6,70,40,16.11
474,Wajir,KE,2020-12-01 03:22:18,1.75,40.06,76.19,78,0,11.07
475,Tagusao,PH,2020-12-01 03:22:18,9.19,117.81,84.11,70,88,6.64
476,Vestmannaeyjar,IS,2020-12-01 03:22:18,63.44,-20.27,46.92,95,100,25.39
477,Sandy Bay,AU,2020-12-01 03:22:18,-42.91,147.35,78.8,36,75,24.16
478,Bathsheba,BB,2020-12-01 03:22:18,13.22,-59.52,80.6,78,20,17.22
479,Thaba-Tseka,LS,2020-12-01 03:22:18,-29.52,28.61,51.06,60,0,6.24
480,Jumla,NP,2020-12-01 03:22:19,29.27,82.18,54.45,34,0,0.94
481,Manvi,IN,2020-12-01 03:22:19,15.98,77.05,73.06,72,47,4.99
482,Sakakah,SA,2020-12-01 03:22:19,29.97,40.21,50.0,81,0,9.17
483,Honjo,JP,2020-12-01 03:22:19,36.23,139.18,57.0,43,0,1.21
484,Mincivan,AZ,2020-12-01 03:22:19,39.03,46.72,42.46,80,68,1.5
485,Regente Feijo,BR,2020-12-01 03:22:19,-22.22,-51.3,78.8,61,0,8.05
486,Shakiso,ET,2020-12-01 03:22:20,5.75,38.92,54.68,90,11,3.58
487,Cervo,ES,2020-12-01 03:22:20,43.67,-7.41,39.0,100,84,1.01
488,Roma,US,2020-12-01 03:21:33,43.21,-75.46,51.8,87,90,6.93
489,Great Yarmouth,GB,2020-12-01 03:22:20,52.61,1.73,46.99,87,48,9.17
490,Mgandu,TZ,2020-12-01 03:22:20,-5.95,34.13,62.15,88,94,1.32
491,Goundi,TD,2020-12-01 03:22:21,9.36,17.37,69.55,34,77,2.93
492,San Quintin,MX,2020-12-01 03:22:21,30.48,-115.95,59.68,66,4,6.82
493,La Ronge,CA,2020-12-01 03:22:21,55.1,-105.28,10.4,85,100,1.12
494,Long Beach,US,2020-12-01 03:17:42,33.77,-118.19,63.0,51,1,4.7
495,San Cristobal,VE,2020-12-01 03:22:21,7.77,-72.22,65.16,89,100,2.06
496,Balykshi,KZ,2020-12-01 03:18:36,47.07,51.87,12.2,78,0,24.61
497,Ulladulla,AU,2020-12-01 03:22:21,-35.35,150.47,89.01,51,0,11.41
498,Oranjestad,AW,2020-12-01 03:22:21,12.52,-70.03,82.4,83,20,13.87
499,Bereda,ES,2020-12-01 03:22:21,43.27,-7.54,43.0,100,52,1.01
500,Bilma,NE,2020-12-01 03:22:21,18.69,12.92,67.24,25,100,13.58
501,Parabel,RU,2020-12-01 03:22:22,58.7,81.48,5.77,94,95,8.12
502,Sechura,PE,2020-12-01 03:22:22,-5.56,-80.82,68.09,79,100,13.69
503,Mackenzie,CA,2020-12-01 03:22:22,55.3,-123.17,30.2,58,1,3.36
504,Comodoro Rivadavia,AR,2020-12-01 03:19:22,-45.87,-67.5,62.6,39,0,13.87
505,Turayf,SA,2020-12-01 03:22:22,31.67,38.66,46.4,100,40,13.87
506,Atambua,ID,2020-12-01 03:21:05,-9.11,124.89,88.83,54,64,4.03
507,Mount Isa,AU,2020-12-01 03:22:22,-20.73,139.5,102.2,20,40,8.05
508,Kyaikkami,MM,2020-12-01 03:22:22,16.08,97.57,80.29,71,0,10.02
509,San Andres,CO,2020-12-01 03:22:22,12.58,-81.7,82.4,83,40,12.75
510,Chippenham,GB,2020-12-01 03:22:23,51.46,-2.12,42.01,86,84,1.99
511,Yumen,CN,2020-12-01 03:22:23,40.28,97.2,18.68,88,100,9.24
512,Walvis Bay,NA,2020-12-01 03:22:23,-22.96,14.51,57.99,87,0,8.05
513,Srednekolymsk,RU,2020-12-01 03:22:23,67.45,153.68,-15.61,86,83,6.35
514,Kloulklubed,PW,2020-12-01 03:21:00,7.04,134.26,86.0,74,75,5.82
515,Terney,RU,2020-12-01 03:22:23,45.05,136.61,17.06,79,6,8.97
516,Chernyshevskiy,RU,2020-12-01 03:22:23,63.01,112.47,-3.6,93,81,10.02
517,Hit,IQ,2020-12-01 03:18:26,33.64,42.83,57.2,60,100,3.78
518,Araouane,ML,2020-12-01 03:22:23,18.9,-3.53,72.19,20,93,10.63
519,Teguldet,RU,2020-12-01 03:22:23,57.31,88.17,5.72,94,99,7.52
520,Eyl,SO,2020-12-01 03:22:24,7.98,49.82,72.84,78,0,10.38
521,Yarkovo,RU,2020-12-01 03:22:24,57.4,67.08,4.08,93,37,4.85
522,Sur,OM,2020-12-01 03:22:24,22.57,59.53,70.79,69,0,0.72
523,Celestun,MX,2020-12-01 03:22:24,20.87,-90.4,72.68,71,59,19.24
524,Tezu,IN,2020-12-01 03:22:24,27.92,96.17,73.92,27,0,1.07
525,Las Palmas,ES,2020-12-01 03:22:24,28.42,-14.01,64.4,82,0,8.05
526,Green Valley,US,2020-12-01 03:22:24,31.85,-110.99,54.0,26,0,1.99
527,Husavik,IS,2020-12-01 03:22:24,66.04,-17.34,37.4,93,90,10.29
528,Emba,KZ,2020-12-01 03:22:25,48.83,58.14,4.64,91,0,13.8
529,Ixtapa,MX,2020-12-01 03:22:25,20.7,-105.2,75.99,88,5,0.54
530,Staritsa,RU,2020-12-01 03:22:25,56.51,34.94,27.68,97,100,5.06
531,Vilyuysk,RU,2020-12-01 03:22:25,63.76,121.62,-8.46,90,77,7.87
532,Sorso,IT,2020-12-01 03:22:25,40.8,8.58,46.0,93,20,2.24
533,Yichun,CN,2020-12-01 03:21:16,47.7,128.9,12.51,83,3,7.61
534,Monrovia,LR,2020-12-01 03:22:25,6.3,-10.8,77.43,87,72,3.58
535,Jacareacanga,BR,2020-12-01 03:22:26,-6.22,-57.75,73.06,95,100,1.36
536,Kajaani,FI,2020-12-01 03:22:26,64.23,27.73,32.0,97,90,14.99
537,Vryburg,ZA,2020-12-01 03:22:26,-26.96,24.73,67.35,55,0,0.78
538,Erenhot,CN,2020-12-01 03:22:26,43.65,111.98,6.57,89,32,2.95
539,Mari-Turek,RU,2020-12-01 03:22:26,56.79,49.62,16.27,94,16,10.38
540,Fengrun,CN,2020-12-01 03:22:26,39.83,118.12,34.0,60,38,1.14
541,Loa Janan,ID,2020-12-01 03:22:26,-0.58,117.09,89.67,56,93,3.56
542,Monster,NL,2020-12-01 03:22:26,52.03,4.17,48.99,92,87,15.99
543,Tirlyanskiy,RU,2020-12-01 03:22:26,54.21,58.58,12.49,89,0,1.77
544,Vostok,RU,2020-12-01 03:22:27,46.49,135.88,4.41,89,100,9.26
545,Esmeralda,CU,2020-12-01 03:22:27,21.85,-78.12,73.4,88,20,4.7
546,Fereydun Kenar,IR,2020-12-01 03:22:27,36.69,52.52,52.32,80,0,6.78
547,Tim,RU,2020-12-01 03:22:27,51.62,37.12,32.0,95,90,11.18
548,Rincon,US,2020-12-01 03:22:27,32.3,-81.24,46.4,65,40,16.11
549,Dolores,AR,2020-12-01 03:22:27,-36.31,-57.68,51.64,69,0,6.62
550,Tambura,SS,2020-12-01 03:22:28,5.6,27.47,68.5,38,0,1.14
551,Glenluce,GB,2020-12-01 03:22:28,54.88,-4.81,42.01,86,73,9.48
552,Ovalle,CL,2020-12-01 03:22:28,-30.6,-71.2,55.42,62,0,0.87
553,Meridian,US,2020-12-01 03:20:19,43.61,-116.39,28.0,85,85,4.68
554,Manakara,MG,2020-12-01 03:22:29,-22.13,48.02,74.82,86,59,7.23
555,Znin,PL,2020-12-01 03:22:29,52.85,17.72,32.0,96,75,6.93
556,Olinda,BR,2020-12-01 03:22:03,-8.01,-34.86,77.0,69,40,8.05
557,San Ramon,US,2020-12-01 03:20:26,37.78,-121.98,53.6,57,1,1.7
558,Thongwa,MM,2020-12-01 03:19:27,16.76,96.53,80.6,78,0,11.41
559,Shieli,KZ,2020-12-01 03:22:30,44.17,66.75,24.12,89,100,11.97
560,Ribeira Brava,PT,2020-12-01 03:22:30,32.65,-17.07,64.4,72,40,27.51
561,Bata,GQ,2020-12-01 03:22:30,1.86,9.77,77.0,100,40,2.24
562,San Jeronimo,PE,2020-12-01 03:22:30,-11.95,-75.28,51.12,71,99,3.29
563,North Bend,US,2020-12-01 03:22:30,43.41,-124.22,45.0,100,1,3.36
564,Alyangula,AU,2020-12-01 03:22:30,-13.85,136.42,87.8,70,75,12.75
565,Garowe,SO,2020-12-01 03:22:30,8.41,48.48,68.07,79,0,5.88
566,Shetpe,KZ,2020-12-01 03:22:31,44.17,52.12,28.35,96,41,16.64
567,Macenta,GN,2020-12-01 03:22:31,8.54,-9.47,69.6,90,92,1.43
568,Ferrol,ES,2020-12-01 03:22:31,43.48,-8.24,50.0,100,90,5.82
569,Linfen,CN,2020-12-01 03:22:31,36.09,111.52,37.27,78,100,2.53
570,Russellville,US,2020-12-01 03:22:07,35.28,-93.13,35.6,55,1,3.36
571,Torbay,CA,2020-12-01 03:17:36,47.67,-52.73,30.2,86,5,6.93
572,Formosa,AR,2020-12-01 03:22:31,-26.18,-58.18,73.4,94,40,2.24
573,Presidencia Roque Saenz Pena,AR,2020-12-01 03:22:32,-26.79,-60.44,73.0,92,18,1.01
574,Banepa,NP,2020-12-01 03:22:32,27.63,85.52,53.6,76,20,2.24
575,Soyo,AO,2020-12-01 03:22:32,-6.13,12.37,76.78,90,100,7.7
576,Malakal,SS,2020-12-01 03:22:32,9.53,31.66,68.77,31,0,5.14
577,Port Keats,AU,2020-12-01 03:22:32,-14.25,129.55,94.69,48,100,4.81
578,Marmora,IT,2020-12-01 03:22:32,44.46,7.09,43.0,83,47,4.38
579,Lewiston,US,2020-12-01 03:20:36,44.1,-70.21,55.4,100,90,25.28
580,Lavrentiya,RU,2020-12-01 03:22:32,65.58,-171.0,12.34,91,91,12.01
581,Martapura,ID,2020-12-01 03:22:32,-3.42,114.85,84.2,79,40,3.36
582,Urusha,RU,2020-12-01 03:22:33,54.05,122.9,5.59,84,3,2.26
583,Nalut,LY,2020-12-01 03:22:33,30.33,10.85,52.18,68,0,5.01
584,Yashkul,RU,2020-12-01 03:22:33,46.17,45.34,32.09,94,30,19.08
585,Mackay,AU,2020-12-01 03:22:33,-21.15,149.2,88.0,62,0,12.75
