City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
536,Tautira,PF,78.8,light intensity shower rain,-17.73,-149.15,Pension Oaoa
537,Beloha,MG,73.83,broken clouds,-25.17,45.05,
538,Gushikawa,JP,73.4,overcast clouds,26.35,127.87,Kirari Guest House
541,Agadez,NE,60.46,clear sky,19.75,10.25,
542,Vila Franca Do Campo,PT,60.8,light rain,37.72,-25.43,Pestana Bahia Praia
543,Buraydah,SA,60.8,scattered clouds,26.33,43.98,Mövenpick Hotel Qassim
544,Amantea,IT,53.01,broken clouds,39.13,16.07,Mediterraneo Palace Hotel
545,Rockport,US,66.99,few clouds,28.02,-97.05,Holiday Inn Express & Suites Rockport - Bay View
546,Mandiana,GN,72.23,broken clouds,10.63,-8.68,La maison De Metre Malick
553,Mahajanga,MG,78.8,light rain,-15.72,46.32,Restaurant Greedy Coco Lodge Majunga
556,Leopold,AU,66.0,overcast clouds,-38.18,144.47,Avila Vista
559,Treinta Y Tres,UY,60.37,scattered clouds,-33.23,-54.38,Jardines Apart-Hotel
560,Santiago Del Estero,AR,79.0,broken clouds,-27.8,-64.26,Hotel Urbano
563,Buchanan,LR,77.0,broken clouds,5.88,-10.05,Kamaneahn Hotel Inc
564,Sirhind,IN,61.32,clear sky,30.65,76.38,OYO 45903 Royal Guest House
567,Zempoala,MX,66.99,overcast clouds,19.45,-96.42,Panteon cempuala
572,Salalah,OM,77.0,broken clouds,17.02,54.09,HAMDAN PLAZA HOTEL
574,Joao Pinheiro,BR,71.11,overcast clouds,-17.74,-46.17,Hotel Santos
575,Sidi Ali,DZ,54.3,clear sky,36.1,0.42,
577,Awjilah,LY,55.54,clear sky,29.11,21.29,
578,Dire,ML,72.64,few clouds,12.28,-10.97,
580,Ndele,CF,68.07,overcast clouds,8.41,20.65,
588,Sao Felix Do Xingu,BR,73.33,broken clouds,-6.64,-51.99,Apart Hotel Rio Xingu
589,Zhuhai,CN,71.01,clear sky,22.28,113.57,珠海粤财假日酒店
590,Richards Bay,ZA,67.28,overcast clouds,-28.78,32.04,BON Hotel Waterfront Richards Bay
592,Akyab,MM,76.33,broken clouds,20.15,92.9,Hotel Memory
598,Mitu,CO,72.77,overcast clouds,1.2,-70.17,
602,Pisco,PE,66.2,clear sky,-13.7,-76.22,Hotel San Isidro Oficial
606,Balancan,MX,66.22,clear sky,17.8,-91.53,Hotel Balam Ku
607,Ulladulla,AU,68.0,broken clouds,-35.35,150.47,Sandpiper Motel
608,Pimentel,PE,65.97,overcast clouds,-6.84,-79.93,Casona Del Muelle
610,Pedernales,DO,78.01,overcast clouds,18.04,-71.74,Hotel Costa Marina
612,San Jeronimo,PE,50.45,overcast clouds,-11.95,-75.28,Tuki Llajta Pueblo Bonito Eco Lodge
616,Puerto Penasco,MX,63.0,clear sky,31.32,-113.53,Playa Bonita Resort
621,Camana,PE,65.5,broken clouds,-16.62,-72.71,Hostal Morales
623,Nuevo Progreso,MX,64.0,broken clouds,23.17,-97.95,Balneario Rio el Paraiso
626,San Carlos,VE,73.99,overcast clouds,9.66,-68.58,Hotel Paternopoli
627,Contamana,PE,76.23,light rain,-7.33,-75.02,Shiringal Touristic Park
632,Itarema,BR,79.02,few clouds,-2.92,-39.92,Windvillage
633,Santa Maria,BR,71.6,clear sky,-29.68,-53.81,Hotel Morotin
635,Cayenne,GF,77.0,clear sky,4.93,-52.33,Hôtel Le Dronmi
636,Marsabit,KE,65.77,clear sky,2.33,37.99,Chicho Hotel
637,Puerto Quijarro,BO,78.33,scattered clouds,-17.78,-57.77,Hotel palance
639,Bonfim,BR,77.97,broken clouds,3.08,-59.95,
642,Anton Lizardo,MX,66.99,overcast clouds,19.05,-95.98,Hotel CocoAventura
643,Axim,GH,78.03,light rain,4.87,-2.24,AXIM BEACH RESORT AND SPA
645,Jagdalpur,IN,66.2,overcast clouds,19.07,82.03,STARiHOTELS Geedam Road
649,Bahia Blanca,AR,79.68,broken clouds,-38.72,-62.27,Hotel Argos
650,Harnoli,PK,65.68,clear sky,32.28,71.55,Masjid Chakki Wali
651,Dapaong,TG,71.76,clear sky,10.86,0.2,Hotel Caroli
654,Alexandria,EG,53.6,clear sky,31.22,29.96,Royal Crown Hotel
656,Zlitan,LY,60.93,clear sky,32.47,14.57,القسم الداخلي للجامعة الأسمرية
658,Aguimes,ES,66.2,few clouds,27.91,-15.45,Hotel Villa de Aguimes
661,Katsina,NG,68.74,clear sky,12.99,7.6,Katsina Motel
662,Tezu,IN,72.99,clear sky,27.92,96.17,Circuit House
666,Wajir,KE,75.54,few clouds,1.75,40.06,Al- Amin lodge
668,Brus Laguna,HN,73.67,overcast clouds,15.75,-84.48,
